x,y
70.82801629404199,37.82047787617705
68.0567555311673,30.353276071760305
62.355972094857265,26.6387331492721
70.14427501776197,20.418083087904613
71.10542993049037,35.72531555861873
68.61431131338192,35.573342976994084
79.69786566905859,24.846303568768867
65.95836086356378,23.27953216579465
85.55711801755098,11.100994690213893
61.179216922320805,14.614424845006653
54.37797962050717,20.010903166016544
62.09359597482831,11.076344499187146
65.52707034967692,17.576133521352183
66.73495672259543,20.32324325538434
65.06614724832116,23.344327225467364
65.81148798379535,26.36369494701972
74.60623407309492,25.057218720080897
83.99169737729191,28.96912796279041
58.29804102504224,27.936160804202885
63.07575580949391,28.122287707478122
68.60308239965318,10.592938407255991
72.53024530750291,24.205743837751335
56.02261632435544,10.811412053466054
69.94927575673927,11.7393633288254
62.59419152075678,19.432237239824197
49.43736060743783,26.90491022582745
72.21499095091285,23.802392183661272
53.0265328199833,12.029967031127192
63.79382721386699,28.85400822232068
72.24489865131886,23.329948108561553
86.10596132082142,33.99458355224256
70.1294435162505,24.685617435226025
84.3649465348744,24.731479083252587
78.29087028196074,28.95184062270412
68.96606972661445,0.9915959717148404
87.9215477914113,19.646153299910885
86.63707961279229,34.38976862482502
87.58929390227937,8.955936945535305
86.6489115951487,20.918864887469727
74.97901776193724,23.91238111949139
74.68709649154513,20.71911958594646
74.99200596514554,3.091540564032176
77.64552311864355,13.386356934247125
73.92639328039091,33.8077581855021
84.23624113836304,22.386341783644088
66.23420138690354,27.790295726408058
74.7416860309704,31.50303430493392
79.84276518395444,16.017311407085767
57.435868322235116,17.548567322695483
65.71016859833155,30.08313090969836
73.33969768309318,6.410046371688026
83.37202727873633,27.6004554141631
72.21741625496158,19.816605594962034
62.694511576464215,13.091886071865872
80.50612191393778,4.502993246872265
69.14565436039963,20.341232330524317
79.14358512929749,10.033841062733053
64.46343288039276,9.234231088493878
84.24345375224743,31.463736622170565
72.47837067554428,10.31688187108853
63.46416894834151,11.17364053552969
74.91410982611303,21.341281912416385
85.23775732943247,23.529954808971247
80.87219957909215,10.03617788081717
67.67431328544023,14.03705092932228
55.954324872897786,20.679558266912892
49.426916591559305,16.590144242173928
63.242811250707334,16.740585079456363
72.2318634335354,18.212885443258088
52.05812569614799,37.629966129448775
68.48537531061743,29.503268621652435
71.63641752890295,37.34980232184336
78.23298161244303,24.406572838317267
71.87105499537091,0.10982194342836848
63.029608012693274,26.556598155833925
82.79596287233355,19.83782554499352
59.89786248947971,24.878537393259947
54.46939946134414,6.339270876483095
78.96441739796967,36.88233598793855
87.22191385253146,26.014298053169533
69.54925183662607,24.356763714658275
79.18670660779401,22.373209529918128
65.38822797634037,23.84086675893914
74.22085473101933,19.32920174297048
73.32984992542764,19.407831610032623
74.79235091211433,24.497849615351626
74.92208741863264,12.798507904391114
70.14834521516244,9.364781403801206
64.96845191053801,11.685129828789641
90.93849867618621,7.653072919066741
80.99732264253288,13.270281934690107
99.4046659284547,26.70742635868478
85.49858744452503,72.22258557060933
98.66729484986172,56.72225053113905
90.73778077293683,80.56987247079341
71.35195653206556,68.82737033232036
93.61586092675235,96.65849043681754
77.4831677022951,66.97327579081708
84.09142519257458,68.51517536511963
75.6669787965676,68.33651148546522
80.76473778026066,73.2939626811358
91.37440893869694,76.69377872430444
89.590152869323,89.64342996448683
83.7909510418883,60.22237912398518
88.79455297442351,67.12361209404135
91.18859087360809,68.66398648931565
77.02246976876167,87.59530368713386
85.09639078535024,68.93341049493935
88.35145906744843,76.80067551339644
79.89988169779531,82.77297573916432
95.75538118694789,51.007837961278994
94.23596346128349,53.18935536533261
76.93907638882293,67.44300131704944
87.0248190679025,73.77246007238223
86.79860945275233,92.58033074377298
93.08785480257907,59.41320033715625
87.47083750781242,73.28061602121672
93.17778112670692,75.98271167670532
100.05015604317751,77.78293751177704
78.38088801813592,87.57056825421394
90.02572990389966,84.13403027318306
94.99252482362967,81.09444501958671
90.47454287367633,56.48000226640933
92.84026410832405,56.045423716635945
93.72192209883261,75.99461673768863
88.57985502174186,65.12888698182239
78.39420221756345,74.26718899523058
93.65409682616462,68.56118872983305
86.42360371095846,61.311746453841415
102.60899780844312,66.11181264390964
92.28033495273976,65.40308997586068
95.4803221963128,58.29921065303653
66.39539115589135,71.19809434219962
106.34549905314887,70.50698317779266
98.11647399564167,78.65178482246068
83.55111806889067,61.775808312679985
103.08879553041855,72.75692254964423
91.85426185661876,54.75005988881429
100.77342963460833,63.27523435086874
85.52072520577187,63.53271633069256
82.8975110078975,56.17936493529318
79.60160466460573,86.21647337294421
71.93670579386867,85.03895812212741
78.95134957683236,75.2169382083747
80.99576579164089,71.58236257991561
89.66314742340046,78.35563021798244
86.79455073532067,56.247867311286896
88.10844376827906,61.482139456132515
95.89485423643885,67.1906559161334
77.71118187623138,75.40609150543156
82.02142275314506,53.043870026977984
69.26756191732869,74.13954667892064
89.8989733100248,80.69342293554615
87.6793139819372,60.378473598437935
96.93940184387989,79.44497119520592
82.8957570359009,88.28857952719444
81.21320713373154,87.25885657432903
100.48321276472737,50.0920512940647
71.1443467422476,71.43614479481529
94.2655355262783,61.443087703445464
85.86597630791027,70.71970433756445
81.83390035782503,85.6096690628542
76.37458985081506,96.83378780522465
71.82913492844163,56.488851341459096
83.29182263676917,64.93357536210793
88.62672864246719,84.09094072314736
81.15899841331452,85.85718892608219
85.71657155204079,88.18388973295532
95.58104262607644,78.68455134644087
71.90100653389285,81.89616606584114
91.02076063980255,73.69373847586918
81.82397110000224,74.46389205166956
98.59336622417624,67.93069889339867
89.82107277204943,68.95718850620828
73.75936960237054,73.64449173814415
72.85473992992287,77.14932650969156
73.560268989168,61.187186635579664
91.96771529071697,77.12680597263495
86.14759375131057,57.426471166050014
82.47084635963465,73.71043566832016
83.50422374026283,68.40754317273704
88.62204352373581,64.99979231894383
77.25829289427139,75.33440236327583
81.97133209163347,95.21250432329339
88.23779163703362,68.00059001026446
80.345439869239,79.20087355111698
76.50510141909845,65.33488466144198
88.55029554651964,60.3644596121941
91.02693925368878,73.97640304235287
102.30151868903755,76.4923625345369
82.42302276733369,77.29165675538424
92.82007095717168,72.9346074569039
86.46762860550426,77.85660095488703
100.70697143435449,75.24252349977299
